ST002,2025-07-16,专业课,微服务架构设计
ST002,2025-07-16,数学,数学建模方法
ST002,2025-07-16,英语,口语表达练习

ST001,2025-07-17,专业课,区块链技术应用
ST001,2025-07-17,数学,运筹学优化
ST001,2025-07-17,英语,听力理解训练
ST002,2025-07-17,专业课,区块链技术应用
ST002,2025-07-17,数学,运筹学优化
ST002,2025-07-17,英语,听力理解训练

ST001,2025-07-18,专业课,信息安全密码学
ST001,2025-07-18,数学,图论算法应用
ST001,2025-07-18,英语,写作结构分析
ST002,2025-07-18,专业课,信息安全密码学
ST002,2025-07-18,数学,图论算法应用
ST002,2025-07-18,英语,写作结构分析

ST001,2025-07-19,专业课,大数据处理技术
ST001,2025-07-19,数学,随机过程理论
ST001,2025-07-19,英语,翻译实战练习
ST002,2025-07-19,专业课,大数据处理技术
ST002,2025-07-19,数学,随机过程理论
ST002,2025-07-19,英语,翻译实战练习

ST001,2025-07-20,休息,周日休息调整
ST002,2025-07-20,休息,周日休息调整

ST001,2025-07-21,专业课,机器学习算法
ST001,2025-07-21,数学,偏微分方程
ST001,2025-07-21,英语,语音语调训练
ST002,2025-07-21,专业课,机器学习算法
ST002,2025-07-21,数学,偏微分方程
ST002,2025-07-21,英语,语音语调训练

ST001,2025-07-22,专业课,深度学习框架
ST001,2025-07-22,数学,数学分析进阶
ST001,2025-07-22,英语,学术论文阅读
ST002,2025-07-22,专业课,深度学习框架
ST002,2025-07-22,数学,数学分析进阶
ST002,2025-07-22,英语,学术论文阅读

ST001,2025-07-23,专业课,自然语言处理
ST001,2025-07-23,数学,抽象代数基础
ST001,2025-07-23,英语,专业术语学习
ST002,2025-07-23,专业课,自然语言处理
ST002,2025-07-23,数学,抽象代数基础
ST002,2025-07-23,英语,专业术语学习

ST001,2025-07-24,专业课,计算机视觉
ST001,2025-07-24,数学,组合数学理论
ST001,2025-07-24,英语,国际交流英语
ST002,2025-07-24,专业课,计算机视觉
ST002,2025-07-24,数学,组合数学理论
ST002,2025-07-24,英语,国际交流英语

ST001,2025-07-25,专业课,物联网技术
ST001,2025-07-25,数学,数值计算方法
ST001,2025-07-25,英语,技术文档写作
ST002,2025-07-25,专业课,物联网技术
ST002,2025-07-25,数学,数值计算方法
ST002,2025-07-25,英语,技术文档写作

ST001,2025-07-26,专业课,移动应用开发
ST001,2025-07-26,数学,信息论基础
ST001,2025-07-26,英语,演讲技巧训练
ST002,2025-07-26,专业课,移动应用开发
ST002,2025-07-26,数学,信息论基础
ST002,2025-07-26,英语,演讲技巧训练

ST001,2025-07-27,休息,周日休息调整
ST002,2025-07-27,休息,周日休息调整

ST001,2025-07-28,专业课,Web前端技术
ST001,2025-07-28,数学,控制论基础
ST001,2025-07-28,英语,商务沟通英语
ST002,2025-07-28,专业课,Web前端技术
ST002,2025-07-28,数学,控制论基础
ST002,2025-07-28,英语,商务沟通英语

ST001,2025-07-29,专业课,后端服务架构
ST001,2025-07-29,数学,博弈论应用
ST001,2025-07-29,英语,跨文化交际
ST002,2025-07-29,专业课,后端服务架构
ST002,2025-07-29,数学,博弈论应用
ST002,2025-07-29,英语,跨文化交际

ST001,2025-07-30,专业课,DevOps实践
ST001,2025-07-30,数学,金融数学模型
ST001,2025-07-30,英语,学术研究方法
ST002,2025-07-30,专业课,DevOps实践
ST002,2025-07-30,数学,金融数学模型
ST002,2025-07-30,英语,学术研究方法

ST001,2025-07-31,休息,月末总结休息
ST002,2025-07-31,休息,月末总结休息
