ST002,2025-07-16,专业课,软件工程方法
ST002,2025-07-16,数学,数学建模实践
ST002,2025-07-16,英语,阅读速度训练

ST001,2025-07-17,专业课,项目管理实务
ST001,2025-07-17,数学,概率统计应用
ST001,2025-07-17,英语,写作模板练习
ST002,2025-07-17,专业课,项目管理实务
ST002,2025-07-17,数学,概率统计应用
ST002,2025-07-17,英语,写作模板练习

ST001,2025-07-18,专业课,敏捷开发方法
ST001,2025-07-18,数学,线性规划理论
ST001,2025-07-18,英语,翻译实战练习
ST002,2025-07-18,专业课,敏捷开发方法
ST002,2025-07-18,数学,线性规划理论
ST002,2025-07-18,英语,翻译实战练习

ST001,2025-07-19,休息,7月20日休息日
ST002,2025-07-19,休息,7月20日休息日

ST001,2025-07-20,专业课,DevOps实践
ST001,2025-07-20,数学,数值计算方法
ST001,2025-07-20,英语,语法综合复习
ST002,2025-07-20,专业课,DevOps实践
ST002,2025-07-20,数学,数值计算方法
ST002,2025-07-20,英语,语法综合复习

ST001,2025-07-21,专业课,微服务架构
ST001,2025-07-21,数学,运筹学基础
ST001,2025-07-21,英语,完型填空强化
ST002,2025-07-21,专业课,微服务架构
ST002,2025-07-21,数学,运筹学基础
ST002,2025-07-21,英语,完型填空强化

ST001,2025-07-22,专业课,区块链技术
ST001,2025-07-22,数学,图论算法
ST001,2025-07-22,英语,新题型专项
ST002,2025-07-22,专业课,区块链技术
ST002,2025-07-22,数学,图论算法
ST002,2025-07-22,英语,新题型专项

ST001,2025-07-23,专业课,机器学习算法
ST001,2025-07-23,数学,随机过程理论
ST001,2025-07-23,英语,真题模拟测试
ST002,2025-07-23,专业课,机器学习算法
ST002,2025-07-23,数学,随机过程理论
ST002,2025-07-23,英语,真题模拟测试

ST001,2025-07-24,专业课,深度学习框架
ST001,2025-07-24,数学,偏微分方程
ST001,2025-07-24,英语,词汇总复习
ST002,2025-07-24,专业课,深度学习框架
ST002,2025-07-24,数学,偏微分方程
ST002,2025-07-24,英语,词汇总复习

ST001,2025-07-25,专业课,自然语言处理
ST001,2025-07-25,数学,数学分析综合
ST001,2025-07-25,英语,阅读理解强化
ST002,2025-07-25,专业课,自然语言处理
ST002,2025-07-25,数学,数学分析综合
ST002,2025-07-25,英语,阅读理解强化

ST001,2025-07-26,休息,7月27日休息日
ST002,2025-07-26,休息,7月27日休息日

ST001,2025-07-27,专业课,计算机视觉
ST001,2025-07-27,数学,高等数学总复习
ST001,2025-07-27,英语,写作技巧总结
ST002,2025-07-27,专业课,计算机视觉
ST002,2025-07-27,数学,高等数学总复习
ST002,2025-07-27,英语,写作技巧总结

ST001,2025-07-28,专业课,推荐系统设计
ST001,2025-07-28,数学,线性代数总复习
ST001,2025-07-28,英语,翻译技巧总结
ST002,2025-07-28,专业课,推荐系统设计
ST002,2025-07-28,数学,线性代数总复习
ST002,2025-07-28,英语,翻译技巧总结

ST001,2025-07-29,专业课,大数据处理
ST001,2025-07-29,数学,概率论总复习
ST001,2025-07-29,英语,综合能力测试
ST002,2025-07-29,专业课,大数据处理
ST002,2025-07-29,数学,概率论总复习
ST002,2025-07-29,英语,综合能力测试

ST001,2025-07-30,专业课,系统架构设计
ST001,2025-07-30,数学,数学建模总结
ST001,2025-07-30,英语,考前冲刺复习
ST002,2025-07-30,专业课,系统架构设计
ST002,2025-07-30,数学,数学建模总结
ST002,2025-07-30,英语,考前冲刺复习

ST001,2025-07-31,专业课,技术面试准备
ST001,2025-07-31,数学,真题模拟练习
ST001,2025-07-31,英语,考试策略复习
ST002,2025-07-31,专业课,技术面试准备
ST002,2025-07-31,数学,真题模拟练习
ST002,2025-07-31,英语,考试策略复习
